insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (21, 375, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (720, 95, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (320, 207, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (451, 365, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (82, 478, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (259, 85, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (93, 422, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (423, 319, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (133, 99, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (184, 313, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (703, 41, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (324, 49, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (413, 380, 'призер школьного этапа', 'бви');
